Job ID,Customer,Industry,Shift,Operator ID,Operator Level,Material,Department,Machine,Process Type,Complexity Score,Tool Condition,Rush Order,Machine Downtime,Inspection Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Setup Minutes,Cycle Time Seconds,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Scrap Cost Per Part,Production Cost
JOB_14746,Medtronic,Medical,First 6:00AM-2:30PM,OP_004,Mid,6061 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,7,Mid_Life,No,No,100%_Inspection,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,83,112.01,971,20,2.1,No,Material_Cut_Too_Small,Programming_Error,19.5,3597.29
JOB_14747,Tesla,Automotive,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,8,New,No,No,Final_Inspection,No,None,Yes,Dowel_Pins,Manually Deburred,108,93.78,274,6,2.35,No,Burrs_In_Part,Careless_Deburring,27.0,1027.72
JOB_14748,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_001,Junior,430 Stainless Steel,Mill,YCM_2,Tight_Tolerance,8,Mid_Life,No,No,Final_Inspection,No,None,Yes,Bolts,Part_Deburred_On_Machine,95,77.48,219,6,2.85,Yes,Out_Of_Tolerance,Material_Defect,25.0,813.89
JOB_14749,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_002,Junior,304 Stainless Steel,Lathe,Big_Wia,High_Precision,9,Worn,No,Yes,Final_Inspection,Yes,Grinding,Yes,Fasteners,Manually Deburred,126,66.76,386,20,5.2,No,Incorrect_Hole_Size,Improper_Setup,28.5,1754.55
JOB_14750,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_002,Junior,6063 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,4,Mid_Life,Yes,Yes,In_Process,Yes,Chem_Film,Yes,Hinge,Part_Deburred_On_Machine,80,56.47,1327,46,3.45,Yes,Thread_Defect,Tool_On_Machine_Broke,14.0,3610.2
JOB_14751,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,430 Stainless Steel,Mill,Doosan_HC400_II,Standard,2,Mid_Life,No,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,28,62.28,2944,13,0.45,No,Missing_Feature,Material_Defect,16.0,5385.2
JOB_14752,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_004,Mid,6063 Aluminum,Lathe,Miyano_BND,Standard,4,Mid_Life,No,No,First_Article,Yes,White_Paint,Yes,Bolts,Manually Deburred,56,70.01,1786,26,1.45,No,Burrs_In_Part,Incorrect_Tool_Used,14.0,5271.19
JOB_14753,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_002,Junior,304 Stainless Steel,Mill,YCM_1,Surface_Finish_Critical,7,New,No,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,89,80.63,1165,31,2.7,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,25.5,4050.98
JOB_14754,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_001,Junior,303 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,6,New,No,Yes,First_Article,No,None,Yes,Dowel_Pins,Manually Deburred,86,93.75,873,28,3.25,Yes,Missing_Feature,Incorrect_Revision_Level,23.0,3057.57
JOB_14755,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,7075 Aluminum,Lathe,Samsung_SL15E,Standard,2,Mid_Life,No,No,First_Article,No,None,No,None,Manually Deburred,54,51.11,2351,41,1.75,No,Incorrect_Hole_Size,Incorrect_Tool_Used,19.0,4344.06
JOB_14756,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_003,Mid,Steel,Lathe,Miyano_BND,Secondary_Operation,6,New,No,Yes,First_Article,Yes,Electroless_Nickel_Plating,Yes,Bolts,Part_Deburred_On_Machine,90,76.54,183,4,2.45,Yes,Thread_Defect,Incorrect_Tool_Used,19.0,671.96
JOB_14757,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_002,Junior,303 Stainless Steel,Lathe,Big_Wia,Standard,2,New,Yes,No,First_Article,No,None,Yes,Hinge,Manually Deburred,47,64.23,407,8,1.85,Yes,Missing_Feature,Part_Lifted_On_Machine,17.0,1003.44
JOB_14758,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,6063 Aluminum,Lathe,Miyano_BND,Secondary_Operation,6,Mid_Life,No,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,93,98.38,351,7,1.95,No,Burrs_In_Part,Tool_On_Machine_Broke,17.0,1045.46
JOB_14759,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Lathe,Big_Wia,High_Precision,10,Worn,No,No,100%_Inspection,Yes,Nickel_Plating,Yes,Screw,Part_Deburred_On_Machine,124,98.21,299,10,3.25,Yes,Damage_To_Surface,Incorrect_Tool_Used,30.0,1386.98
JOB_14760,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_001,Junior,304 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,7,New,No,No,Final_Inspection,Yes,Grinding,No,None,Manually Deburred,84,84.13,716,19,2.7,No,Damage_To_Surface,Operator_Mistake,25.5,2887.29
JOB_14761,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,Steel,Lathe,Small_Wia,Standard,4,New,No,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,53,74.76,1228,7,0.55,No,Out_Of_Tolerance,Incorrect_Print,16.0,2898.18
JOB_14762,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,6061 Aluminum,Mill,NFX400A,High_Precision,8,Worn,Yes,Yes,100%_Inspection,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,96,66.98,243,10,4.15,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,21.0,961.61
JOB_14763,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_001,Junior,6061 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,7,Worn,Yes,No,First_Article,No,None,No,None,Manually Deburred,78,83.25,1009,43,4.3,Yes,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,19.5,3162.3
JOB_14764,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_003,Mid,303 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,5,Mid_Life,No,No,First_Article,No,None,Yes,Dowel_Pins,Manually Deburred,72,73.05,1046,21,2.0,Yes,Missing_Feature,Part_Lifted_On_Machine,21.5,2820.81
JOB_14765,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,7075 Aluminum,Mill,YCM_1,Tight_Tolerance,7,New,No,No,First_Article,Yes,Nickel_Plating,Yes,Bolts,Part_Deburred_On_Machine,89,107.7,1065,29,2.7,No,Material_Cut_Too_Small,Damaged_When_Shipped_To_Customer,26.5,4894.74
JOB_14766,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_006,Senior,6063 Aluminum,Mill,YCM_3,Secondary_Operation,5,Mid_Life,No,No,In_Process,No,None,No,None,Manually Deburred,75,57.43,895,13,1.5,Yes,Burrs_In_Part,Careless_Deburring,15.5,1989.88
JOB_14767,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_002,Junior,430 Stainless Steel,Lathe,Miyano_BND,Standard,4,New,No,Yes,Final_Inspection,Yes,Passivation,No,None,Manually Deburred,69,91.86,2735,62,2.25,Yes,Thread_Defect,Programming_Error,19.0,9451.3
JOB_14768,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_004,Mid,6063 Aluminum,Mill,YCM_2,Standard,3,Worn,Yes,No,First_Article,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,47,78.96,861,21,2.4,Yes,Incorrect_Hole_Size,Programming_Error,12.5,2733.65
JOB_14769,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,6061 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,7,Mid_Life,No,No,100%_Inspection,Yes,Clear_Chromate,Yes,Hinge,Manually Deburred,87,102.54,60,2,2.7,No,Burrs_In_Part,Careless_Deburring,19.5,408.11
JOB_14770,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_004,Mid,Steel,Mill,YCM_3,Tight_Tolerance,6,Mid_Life,No,No,In_Process,Yes,Nickel_Plating,Yes,Screw,Part_Deburred_On_Machine,65,86.79,358,8,2.25,No,Damage_To_Surface,Incorrect_Revision_Level,19.0,1397.04
JOB_14771,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_005,Senior,6061 Aluminum,Lathe,Miyano_BND,High_Precision,10,Mid_Life,No,No,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,111,142.19,42,1,2.35,Yes,Incorrect_Depth,Programming_Error,24.0,308.91
JOB_14772,Medtronic,Medical,First 6:00AM-2:30PM,OP_001,Junior,Steel,Mill,YCM_2,Secondary_Operation,4,Mid_Life,No,No,In_Process,Yes,Clear_Chromate,Yes,Fasteners,Manually Deburred,81,88.14,2360,53,2.25,Yes,Thread_Defect,Improper_Setup,16.0,9179.41
JOB_14773,Medtronic,Medical,First 6:00AM-2:30PM,OP_006,Senior,430 Stainless Steel,Mill,YCM_2,Tight_Tolerance,6,Mid_Life,No,Yes,First_Article,Yes,Gold_Anodize,Yes,Hinge,Manually Deburred,69,80.81,993,27,2.75,Yes,Burrs_In_Part,Machine_Broke_Down,22.0,3962.76
JOB_14774,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_002,Junior,Steel,Lathe,Miyano_BND,Standard,3,Mid_Life,No,No,In_Process,Yes,Zinc_Plating,No,None,Manually Deburred,52,67.59,2764,47,1.7,No,Dent,Material_Defect,14.5,7528.16
JOB_14775,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_005,Senior,7075 Aluminum,Mill,Doosan_HC400_II,High_Precision,8,Mid_Life,No,No,First_Article,Yes,Passivation,No,None,Manually Deburred,102,78.26,396,11,2.75,Yes,Burrs_In_Part,Careless_Deburring,28.0,1663.52
JOB_14776,Tesla,Automotive,First 6:00AM-2:30PM,OP_001,Junior,303 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,7,New,Yes,Yes,In_Process,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,81,67.84,216,8,3.9,Yes,Missing_Feature,Programming_Error,24.5,780.83
JOB_14777,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,430 Stainless Steel,Mill,Doosan_HC400_II,Tight_Tolerance,7,Worn,Yes,Yes,100%_Inspection,Yes,White_Paint,No,None,Manually Deburred,77,91.65,253,10,3.9,No,Incorrect_Hole_Size,Incorrect_Tool_Used,23.5,1209.16
JOB_14778,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_005,Senior,6061 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,7,Worn,No,No,In_Process,Yes,Zinc_Plating,Yes,Screw,Manually Deburred,71,109.36,1072,29,2.7,No,Scratches,Operator_Mistake,19.5,4498.16
JOB_14779,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_003,Mid,6063 Aluminum,Mill,YCM_3,Standard,3,Mid_Life,No,No,In_Process,No,None,No,None,Manually Deburred,51,69.27,1978,26,1.3,No,Scratches,Operator_Mistake,12.5,4713.75
JOB_14780,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_002,Junior,Steel,Mill,Matsuura_MAM72,Tight_Tolerance,7,Mid_Life,No,No,In_Process,Yes,Beadblast,Yes,Bolts,Manually Deburred,83,104.15,1062,32,3.0,No,Burrs_In_Part,Incorrect_Tool_Used,20.5,4927.52
JOB_14781,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,7075 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,6,Worn,No,No,Final_Inspection,Yes,Colored_Hard_Anodize,Yes,Bolts,Part_Deburred_On_Machine,84,107.56,930,32,3.45,No,Incorrect_Engraving,Machine_Broke_Down,25.0,3971.91
JOB_14782,Tesla,Automotive,First 6:00AM-2:30PM,OP_003,Mid,304 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,6,Mid_Life,Yes,No,In_Process,Yes,Clear_Hard_Anodize,Yes,Bolts,Part_Deburred_On_Machine,61,79.17,684,20,2.95,No,Material_Cut_Too_Small,Damaged_When_Shipped_To_Customer,24.0,2380.32
JOB_14783,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,6061 Aluminum,Mill,Doosan_HC400_II,Standard,3,Mid_Life,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,41,77.05,2829,14,0.5,Yes,Thread_Defect,Improper_Setup,13.5,6288.92
JOB_14784,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,6063 Aluminum,Lathe,Small_Wia,Standard,3,Mid_Life,No,No,First_Article,Yes,Clear_Chromate,Yes,Bolts,Part_Deburred_On_Machine,60,71.15,1666,25,1.5,No,Burrs_In_Part,Careless_Deburring,12.5,4526.03
JOB_14785,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,304 Stainless Steel,Mill,NFX400A,Secondary_Operation,6,Mid_Life,No,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,88,66.03,424,11,2.55,No,Damage_To_Surface,Improper_Setup,24.0,1184.54
JOB_14786,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_003,Mid,304 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,5,Mid_Life,No,No,First_Article,No,None,No,None,Part_Deburred_On_Machine,81,80.2,383,8,2.0,No,Dent,Damaged_When_Shipped_To_Customer,22.5,1008.89
JOB_14787,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,7075 Aluminum,Mill,NFX400A,High_Precision,8,Mid_Life,No,No,100%_Inspection,Yes,Zinc_Plating,No,None,Manually Deburred,108,71.09,121,4,2.95,No,Out_Of_Tolerance,Programming_Error,28.0,624.94
JOB_14788,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,7075 Aluminum,Mill,YCM_2,Surface_Finish_Critical,5,New,Yes,No,First_Article,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,60,74.82,892,18,2.0,No,Scratches,Careless_Deburring,23.5,2903.58
JOB_14789,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_004,Mid,6061 Aluminum,Mill,YCM_1,Standard,3,Worn,No,No,In_Process,Yes,Nickel_Plating,No,None,Manually Deburred,45,43.76,652,13,2.0,Yes,Incorrect_Depth,Improper_Setup,13.5,1619.07
JOB_14790,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,303 Stainless Steel,Mill,YCM_1,Tight_Tolerance,6,Mid_Life,No,No,Final_Inspection,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,67,73.49,569,9,1.65,No,Material_Cut_Too_Small,Incorrect_Revision_Level,23.0,1587.26
JOB_14791,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,430 Stainless Steel,Lathe,Miyano_BND,High_Precision,10,Worn,Yes,No,First_Article,Yes,Colored_Hard_Anodize,Yes,Fasteners,Manually Deburred,112,92.6,362,15,4.15,No,Damage_To_Surface,Improper_Setup,28.0,1730.55
JOB_14792,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,Steel,Mill,YCM_3,Secondary_Operation,6,Mid_Life,No,Yes,First_Article,No,None,No,None,Manually Deburred,96,86.31,487,16,3.35,Yes,Burrs_In_Part,Machine_Broke_Down,19.0,1735.65
JOB_14793,Tesla,Automotive,First 6:00AM-2:30PM,OP_004,Mid,Steel,Mill,YCM_3,High_Precision,10,New,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,128,117.56,318,9,2.75,No,Incorrect_Engraving,Improper_Setup,25.0,1445.99
JOB_14794,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_006,Senior,Steel,Lathe,Big_Wia,Tight_Tolerance,6,New,No,No,In_Process,No,None,No,None,Manually Deburred,66,95.58,554,9,1.65,Yes,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,19.0,1629.6
JOB_14795,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,7075 Aluminum,Lathe,Samsung_SL15E,High_Precision,8,Mid_Life,No,No,100%_Inspection,Yes,Gold_Anodize,No,None,Manually Deburred,103,118.23,380,9,2.45,Yes,Material_Cut_Too_Small,Incorrect_Revision_Level,28.0,1748.72
JOB_14796,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,7075 Aluminum,Mill,YCM_2,Tight_Tolerance,6,Mid_Life,No,No,In_Process,No,None,No,None,Manually Deburred,59,58.29,413,9,2.15,No,Burrs_In_Part,Tool_On_Machine_Broke,25.0,1098.25
JOB_14797,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_002,Junior,304 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,7,Worn,No,No,Final_Inspection,No,None,Yes,Screw,Manually Deburred,86,72.27,156,6,3.7,Yes,Burrs_In_Part,Tool_On_Machine_Broke,25.5,672.48
JOB_14798,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_001,Junior,304 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,9,Mid_Life,No,No,Final_Inspection,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,118,121.34,31,1,3.3,No,Burrs_In_Part,Tool_On_Machine_Broke,28.5,323.9
JOB_14799,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,7075 Aluminum,Lathe,Small_Wia,Secondary_Operation,4,Mid_Life,No,Yes,Final_Inspection,No,None,Yes,Hinge,Part_Deburred_On_Machine,72,80.14,1629,48,2.95,Yes,Incorrect_Engraving,Operator_Mistake,22.0,4541.77
JOB_14800,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_006,Senior,6061 Aluminum,Lathe,Small_Wia,Standard,3,Worn,Yes,No,In_Process,No,None,Yes,Fasteners,Manually Deburred,34,50.59,1949,41,2.1,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,13.5,3861.89
JOB_14801,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_001,Junior,303 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,6,Mid_Life,Yes,No,In_Process,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,74,71.97,225,7,3.15,Yes,Scratches,Careless_Deburring,23.0,777.02
JOB_14802,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,7075 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,7,Worn,No,No,Final_Inspection,No,None,No,None,Manually Deburred,81,102.65,239,9,3.8,No,Burrs_In_Part,Tool_On_Machine_Broke,26.5,1097.81
JOB_14803,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_001,Junior,7075 Aluminum,Mill,Matsuura_MAM72,Surface_Finish_Critical,5,Mid_Life,No,Yes,First_Article,No,None,No,None,Manually Deburred,70,78.58,58,2,3.6,No,Incorrect_Engraving,Improper_Setup,23.5,298.4
JOB_14804,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,304 Stainless Steel,Mill,NFX400A,Tight_Tolerance,8,Mid_Life,No,No,100%_Inspection,Yes,Gold_Anodize,Yes,Bolts,Part_Deburred_On_Machine,94,108.31,12,0,2.85,Yes,None,None,27.0,193.93
JOB_14805,Medtronic,Medical,First 6:00AM-2:30PM,OP_004,Mid,6063 Aluminum,Lathe,Big_Wia,High_Precision,10,New,No,No,First_Article,Yes,White_Paint,No,None,Manually Deburred,119,107.46,294,9,3.05,Yes,Scratches,Operator_Mistake,23.0,1347.04
JOB_14806,Tesla,Automotive,First 6:00AM-2:30PM,OP_004,Mid,Steel,Lathe,Miyano_BND,High_Precision,9,Mid_Life,No,Yes,100%_Inspection,No,None,No,None,Manually Deburred,112,97.37,104,4,3.7,No,Out_Of_Tolerance,Tool_On_Machine_Broke,23.5,504.77
JOB_14807,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_002,Junior,6061 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,7,New,No,No,First_Article,No,None,Yes,Fasteners,Manually Deburred,85,83.99,1124,30,2.7,No,Out_Of_Tolerance,Improper_Setup,19.5,3414.42
JOB_14808,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Mill,YCM_2,Secondary_Operation,4,Mid_Life,No,No,First_Article,Yes,Clear_Hard_Anodize,Yes,Hinge,Manually Deburred,69,74.95,2759,43,1.55,Yes,Scratches,Operator_Mistake,21.0,9641.98
JOB_14809,Medtronic,Medical,First 6:00AM-2:30PM,OP_005,Senior,6063 Aluminum,Mill,YCM_1,Surface_Finish_Critical,6,New,No,No,First_Article,No,None,No,None,Manually Deburred,73,98.28,357,6,1.55,Yes,Burrs_In_Part,Tool_On_Machine_Broke,17.0,1268.41
JOB_14810,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,Steel,Lathe,Miyano_BND,Standard,2,Mid_Life,No,No,In_Process,Yes,Beadblast,Yes,Dowel_Pins,Manually Deburred,38,72.87,1977,13,0.65,Yes,Out_Of_Tolerance,Operator_Mistake,13.0,5694.64
JOB_14811,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Big_Wia,Standard,2,Worn,No,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,46,71.65,1420,31,2.15,Yes,Dent,Tool_On_Machine_Broke,16.0,3599.29
JOB_14812,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,6061 Aluminum,Lathe,Small_Wia,Standard,2,Worn,No,No,Final_Inspection,Yes,Colored_Paint,Yes,Hinge,Part_Deburred_On_Machine,51,71.0,864,17,1.95,Yes,Damage_To_Surface,Machine_Broke_Down,12.0,2412.8
JOB_14813,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,430 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,6,Worn,No,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,82,104.96,1138,26,2.25,No,Scratches,Damaged_When_Shipped_To_Customer,22.0,4479.74
JOB_14814,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,304 Stainless Steel,Lathe,Small_Wia,Standard,4,New,No,Yes,In_Process,No,None,Yes,Fasteners,Part_Deburred_On_Machine,50,72.73,899,18,1.95,Yes,Incorrect_Depth,Careless_Deburring,21.0,2167.35
JOB_14815,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,430 Stainless Steel,Mill,Matsuura_MAM72,Standard,2,New,No,No,In_Process,No,None,Yes,Fasteners,Manually Deburred,31,40.33,2198,8,0.35,No,Scratches,Careless_Deburring,16.0,3725.24
JOB_14816,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,430 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,5,Mid_Life,No,No,First_Article,Yes,Beadblast,No,None,Part_Deburred_On_Machine,66,91.03,156,2,1.3,No,Burrs_In_Part,Tool_On_Machine_Broke,20.5,553.77
JOB_14817,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_002,Junior,Steel,Lathe,Small_Wia,Standard,4,Worn,No,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,60,81.01,610,14,2.35,No,Material_Cut_Too_Small,Incorrect_Print,16.0,1463.14
JOB_14818,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,7,Mid_Life,No,No,First_Article,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,83,90.79,795,21,2.7,No,Out_Of_Tolerance,Part_Lifted_On_Machine,23.5,2764.62
JOB_14819,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,6061 Aluminum,Mill,Doosan_HC400_II,Standard,2,New,No,No,In_Process,No,None,Yes,Fasteners,Manually Deburred,39,44.18,810,7,0.85,Yes,Burrs_In_Part,Incorrect_Tool_Used,12.0,1535.6
JOB_14820,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_003,Mid,Steel,Mill,Doosan_HC400_II,High_Precision,8,Worn,No,No,100%_Inspection,Yes,White_Paint,No,None,Part_Deburred_On_Machine,113,87.54,269,9,3.25,Yes,Thread_Defect,Programming_Error,22.0,1186.63
JOB_14821,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,6061 Aluminum,Lathe,Small_Wia,Secondary_Operation,5,New,Yes,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,79,102.8,1029,21,2.0,Yes,Thread_Defect,Improper_Setup,16.5,2905.43
JOB_14822,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_004,Mid,430 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,7,Mid_Life,No,No,In_Process,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,76,77.05,397,10,2.4,Yes,Incorrect_Depth,Improper_Setup,23.5,1293.99
JOB_14823,Tesla,Automotive,First 6:00AM-2:30PM,OP_001,Junior,7075 Aluminum,Mill,YCM_1,Standard,4,Worn,No,No,In_Process,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,62,94.82,2238,62,2.75,No,Out_Of_Tolerance,Programming_Error,22.0,9188.18
JOB_14824,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_002,Junior,303 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,7,Mid_Life,No,No,First_Article,Yes,White_Paint,No,None,Part_Deburred_On_Machine,95,75.57,472,13,2.7,No,Scratches,Damaged_When_Shipped_To_Customer,24.5,1740.58
JOB_14825,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,7,New,Yes,Yes,Final_Inspection,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,78,110.68,1158,34,2.9,No,Missing_Feature,Improper_Setup,18.5,3928.57
JOB_14826,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,Steel,Lathe,Samsung_SL15E,Tight_Tolerance,7,New,No,No,First_Article,No,None,Yes,Dowel_Pins,Manually Deburred,84,102.31,520,12,2.3,No,Out_Of_Tolerance,Machine_Broke_Down,20.5,1826.25
JOB_14827,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,303 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,7,Worn,Yes,No,First_Article,Yes,Chem_Film,No,None,Manually Deburred,76,71.34,605,20,3.3,Yes,Burrs_In_Part,Operator_Mistake,24.5,2125.21
JOB_14828,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_003,Mid,Steel,Mill,YCM_2,Standard,2,Mid_Life,No,No,First_Article,No,None,Yes,Hinge,Manually Deburred,41,82.06,663,8,1.15,Yes,Thread_Defect,Tool_On_Machine_Broke,13.0,1969.27
JOB_14829,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,304 Stainless Steel,Lathe,Samsung_SL15E,Standard,3,Mid_Life,No,No,In_Process,No,None,Yes,Bolts,Manually Deburred,48,49.08,2525,38,1.5,Yes,Incorrect_Engraving,Incorrect_Revision_Level,19.5,4947.68
